s1_entity_id	missed_entity_id	source	s1_business_name	s1_business_address	s1_country	target_business_name	target_business_address	target_country
S1-819966462	S3-305355095	Source 3	R M & E Renewables P.C.	3451 46, NY, Hopewell	US	R M & E	46, Hopewell, New York	US
S1-45969321	S3-448064913	Source 3	Surgical Physicians	Springfield, MO, 5814 Applewood Avenue	US	Surgical	5814 Applewood Avenue, Springfield, MO	US
S1-830838936	S3-440384261	Source 3	R/G Advertising Inc	9518 750, Ridgeville, IN	US	R/G Inc Services	Indiana, 750, Ridgeville	US
S1-40982538	S3-576507172	Source 3	Bombay Infrastructure Private Limited	Central Delhi, Delhi, New Delhi, Indraprakash Building Barakhamba Road, 602	India	बॉम्बे इंफ्रास्ट्रक्चर प्राइवेट लिमिटेड	Door No 749 602, Indraprakash Building Barakhamba Road, Central, Central Delhi, DL	India
S1-40982538	S3-864935842	Source 3	Bombay Infrastructure Private Limited	Central Delhi, Delhi, New Delhi, Indraprakash Building Barakhamba Road, 602	India	Fayeveo Co	602, Indraprakash Building Barakhamba Road, New Delhi, Central Delhi, Delhi	India
S1-40982538	S2-914551249	Source 2	Bombay Infrastructure Private Limited	Central Delhi, Delhi, New Delhi, Indraprakash Building Barakhamba Road, 602	India	बॉम्बे इंफ्रास्ट्रक्चर प्राइवेट लिमिटेड	C-602, NEW DELHI ZONE, CENTRAL DELHI, Delhi	India
S1-786762737	S3-650789607	Source 3	Ss Services Private Limited	Midc Road No 20 Marol, 1St Floor 101 D 5 Marol, Maharashtra, Mumbai	India	Ss Services Private	1St Floor 101 D 5 Marol, Midc Road No 20 Marol, Mumbai, null, MH	India
S1-786762737	S2-553652526	Source 2	Ss Services Private Limited	Midc Road No 20 Marol, 1St Floor 101 D 5 Marol, Maharashtra, Mumbai	India	Sri SS SS SERVICES PRIVATE LIMITED	महाराष्ट्र, DOOR NO 1ST FLOOR 101 D 5 MAROL, MIDC ROAD NO 20 MAROL, MUMBAI	India
S1-786762737	S2-339297159	Source 2	Ss Services Private Limited	Midc Road No 20 Marol, 1St Floor 101 D 5 Marol, Maharashtra, Mumbai	India	एसएस सर्विसेज प्राइवेट लिमिटेड	Maharashtra, MUMBAI, #1ST FLOOR 101 D 5 MAROL, MIDC ROAD NO 20 MAROL, MUMBAI	India
S1-786762737	S3-228074550	Source 3	Ss Services Private Limited	Midc Road No 20 Marol, 1St Floor 101 D 5 Marol, Maharashtra, Mumbai	India	5s Services Private-Limited	1St Floor 101 D 5 Marol, Midc Road No 20 Marol, Mumbai, null, MH	India
S1-786762737	S2-596022131	Source 2	Ss Services Private Limited	Midc Road No 20 Marol, 1St Floor 101 D 5 Marol, Maharashtra, Mumbai	India	Ss Snriitse Private Limited	1ST FLOOR 101 D 5 MAROL, MIDC ROAD NO 20 MAROL, MUMBAI, Maharashtra	India
S1-472382232	S3-401443288	Source 3	Atwood Thunder Inc	1500 Sandoz Road, Unit 24, Newberg, OR	US	Atwood Thúnder Inc	1500a Sandoz Rd, PO Box 8048, Newberg, Oregon	US
S1-595046905	S2-156021506	Source 2	Digital Finance Private Limited	Delhi, Kamal Vihar Karawal Nagar, North East, A-122, Delhi	India	डिजिटल फाइनेंस प्राइवेट लिमिटेड	876 A-122, KAMAL VIHAR KARAWAL NAGAR, DELHI, NORTH EAST, Delhi	India
S1-94411349	S3-469305796	Source 3	Unified Ethereum P.C.	4311 Kenston Place, Missouri City, TX	US	Unified P.C. Center		US
S1-949966743	S2-201880024	Source 2	Interstate Platforms LLC	1076 Laurie Lane, Cedar City, UT	US	Zetaonyxsyn	CEDAR CITY, LAURIE LN, UT	US
S1-848337111	S3-963548712	Source 3	Al Tech Enterprises Limited	Mcf-67, Bhoor Colony, Old Faridabad, Faridabad, C/O Shri Chand, Haryana, Faridabad	India	अल टेक एंटरप्राइजेज लिमिटेड	C/o Shri Chand, Faridabad, हरियाणा	India
S1-848337111	S2-838230810	Source 2	Al Tech Enterprises Limited	Mcf-67, Bhoor Colony, Old Faridabad, Faridabad, C/O Shri Chand, Haryana, Faridabad	India	अल टेक एंटरप्राइजेज लिमिटेड	C/O SHRI CHAND, MCF-67, BHOOR COLONY, OLD FARIDABAD, FARIDABAD, Haryana	India
S1-848337111	S3-772111286	Source 3	Al Tech Enterprises Limited	Mcf-67, Bhoor Colony, Old Faridabad, Faridabad, C/O Shri Chand, Haryana, Faridabad	India	अल टेक एंटरप्राइजेज लिमिटेड	C/o Shri Chand, Faridabad, HR	India
S1-19014404	S2-260436994	Source 2	Prime Infrastructure Private Limited	Industrial Area Site V, Gautam Buddha Nagar, Plot No A 2/146 Surajpur, Noida, Uttar Pradesh	India	प्राइम इंफ्रास्ट्रक्चर प्राइवेट लिमिटेड	H.NO 132 PLOT NO A 2/146 SURAJPUR, NOIDA, GAUTAM BUDDHA NAGAR, Uttar Pradesh	India
S1-19014404	S2-657195994	Source 2	Prime Infrastructure Private Limited	Industrial Area Site V, Gautam Buddha Nagar, Plot No A 2/146 Surajpur, Noida, Uttar Pradesh	India	PRIME ÍNFRASTRUCTURE PRIVATE LIMITED	#132 PLOT NO A 2/146 SURAJPUR, INDUSTRIAL AREA SITE V, NOIDA, Uttar Pradesh	India
S1-271377293	S3-94832728	Source 3	Metro Northern	CA, Upland, 1550 Bison Street	US	Metro  Partners	1550 Bison Street, Upland, California	US
S1-271377293	S3-145883913	Source 3	Metro Northern	CA, Upland, 1550 Bison Street	US	Verahaloxylo Co formerly Metro Northern	1550 Bison Street, Upland, CA	US
S1-66980183	S2-586734926	Source 2	Seven Builders Private Limited	Haryana, Panchkula, Khatoni 14/14, Village Uperli Kundi, Sector 20, Panchkula, Khasra No 27	India	सेवन बिल्डर्स प्राइवेट लिमिटेड	KHASRA NO 27, PANCHKULA, Haryana	India
S1-755152831	S3-670229445	Source 3	Classic Agro Limited	H.No. 333-P, Ist Floor, Sector 27, Galleria Dlf-Iv, Gurgaon, Haryana	India	क्लासिक एग्रो लिमिटेड	H.no. 333-P, Galleria Dlf-iv, हरियाणा, Gurgaon	India
S1-525512001	S3-865534105	Source 3	Atlantic Trading LLC	98 Comstock Trail, East Hampton, CT	US	Quonoviecto formerly known as Atlantic Trading LLC	East Hampton, CT, 98 Comstock Trail	US
S1-695962769	S3-668397372	Source 3	WKB Fortress Inc	208 Minton Circle, Bedford County, VA	US	WKB Inc Partners		US
S1-666598267	S2-539844486	Source 2	Thompson's Accounting	2184 12th Street, Troy, NY	US	thompsonsaccounting.com	2184 TWELFTH ST, TROY, NY	US
S1-122129571	S2-76877801	Source 2	Metropolitan Equity Partners Inc	8352 143rd Street, Apple Valley, MN	US	partnersequitymetropolitan.com	8352-8354 143ST ST, SAINT PAUL, MN	US
S1-122129571	S3-831671026	Source 3	Metropolitan Equity Partners Inc	8352 143rd Street, Apple Valley, MN	US	partnersequitymetropolitan.com	8352c 143rd St, Apple Valley, Minnesota	US
S1-938222310	S3-294128750	Source 3	Lotus Healthcare Pvt Ltd	Maharashtra, Pune, Shrikrishna Complex, Near Kale Colony Sasane Nagar, Hadapasar, B-18, Pune	India	Lotus Pvt Ltd Center	Door No 0106 B-18, Mumbai, Pune, महाराष्ट्र	India
S1-991878061	S2-941303651	Source 2	Black Investment Private Limited	Rinkoo Apts 93 V P Rdvile Parce West, Mumbai, Maharashtra	India	ब्लैक इन्वेस्टमेंट प्राइवेट लिमिटेड	MUMBAI, RINKOO APTS 93 V P RDVILE PARCE WEST, Maharashtra	India
S1-991878061	S3-556312973	Source 3	Black Investment Private Limited	Rinkoo Apts 93 V P Rdvile Parce West, Mumbai, Maharashtra	India	Black Private Limited Services Enterprises		India
S1-376635163	S3-246142932	Source 3	Indian Infra Private Limited	Fl D-703 Caserta Puranik, Abitante Nr. Crystal Hon, Haveli, Pune, Maharashtra	India	इंडियन इंफ्रा प्राइवेट लिमिटेड	Abitante Nr. Crystal Hon, महाराष्ट्र, Fl D-703 Caserta Puranik, Haveli, Pune	India
S1-329276806	S2-98135850	Source 2	Jain Constructions Private Limited	Vill- Bibirait, P.O.- B. Narayanpur, Police Station- Bhangore, 24 Parganas So, Uth, Kolkata, Parganas South, West Bengal	India	Jain কনস্ট্রাকশনস Private Limited	DOOR NO 348 VILL- BIBIRAIT, P.O.- B. NARAYANPUR, POLICE STATION- BHANGORE, 24 PARGANAS SO, UTH, KOLKATA, পশ্চিমবঙ্গ	India
S1-272165680	S3-895948804	Source 3	Garcia Associated	271 James Road, Town Of Utica, WI	US	Garcia Asilted		US
S1-272165680	S3-97946974	Source 3	Garcia Associated	271 James Road, Town Of Utica, WI	US	Garcia Associtedd		US
S1-193172649	S3-604127640	Source 3	Pune Beverages Private Limited	Landge Nagar Bhosari, Pune, Maharashtra, S N 94/2/1 Nasik Road	India	Veotavo	S N 94/2/1 Nasik Road, Landge Nagar Bhosari, Pune, Maharashtra	India
S1-193172649	S3-505013741	Source 3	Pune Beverages Private Limited	Landge Nagar Bhosari, Pune, Maharashtra, S N 94/2/1 Nasik Road	India	Punebeverages.Com	Pune, MH, Landge Nagar Bhosari, S N 94/2/1 Nasik Road	India
S1-989810366	S2-395288783	Source 2	Pilot Trading Private Limited	C/O- Ranjeet Kumar, Road No -4A, Adarsh Colony Naya Chak, Kankarbagh, Patna, Bihar	India	Sri TRADINGPRIVATE.COM	C/O- RANJET KUMAR, ROAD NO -4A, ADARSH COLONY NAYA CHAK, KANKARBAGH, PATNA, Bihar	India
S1-943422442	S3-359119991	Source 3	Kapoor and Rhoades Kgaa	16775 Monterey Lane, King City, OR	US	Veraxylozeta fka Kapoor and Rhoades Kgaa	King City, 16775 Monterey Lane, OR	US
S1-291280879	S3-890979959	Source 3	Shivam Management	New No.5, Old No.3, Smith Lane Anna Salai, Chennai, Tamil Nadu	India	சிவம் மேனேஜ்மெண்ட்	Chennai, TN, Chennai, New No.5	India
S1-291280879	S2-142477448	Source 2	Shivam Management	New No.5, Old No.3, Smith Lane Anna Salai, Chennai, Tamil Nadu	India	சிவம் மேனேஜ்மெண்ட்	CHENNAI, NEW NO.B3/5, OLD NO.3, SMITH LANE ANNA SALAI, CHENNAI, Tamil Nadu	India
S1-291280879	S3-777038472	Source 3	Shivam Management	New No.5, Old No.3, Smith Lane Anna Salai, Chennai, Tamil Nadu	India	சிவம் மேனேஜ்மெண்ட்	Chennai, Door No 5, TN	India
S1-387790340	S2-470167469	Source 2	Digital Hospitality Pvt Ltd	5Fgrd47Municipalpatrachaw, Lmoosakilledarstreetmj N, Mumbai, Maharashtra	India	डिजिटल हॉस्पिटैलिटी प्रा. लि.	5FGRD47MUNICPIALPATRACHAW, LMOOSAKILLEDARSTREETMJ N, BOMBAY, MUMBAI, Maharashtra	India
S1-287921645	S3-114481874	Source 3	Gandhi Global Private Limited	Mumbai, R C Barrack No 3/30Chembur Colony, Mumbai, Maharashtra	India	Gandhi Gandhi Gshoeal Private Limited	R C Barrack No 5/30Chembur Colony, Mumbai, महाराष्ट्र	India
S1-68716390	S3-755541517	Source 3	Blue Producer Private Limited	Rajkot, Sadguru Thirthdham Appartment 5 Nehru Nagar, Raiya Road, Gujarat, Shop No.38	India	બ્લૂ પ્રોડ્યુસર પ્રાઇવેટ લિમિટેડ	No 38, Rajkot, GJ	India
S1-782787975	S3-361341888	Source 3	Services Revolution Solar Private Limited	C/O Sahab Ram, Village Chak Rayanwali Teh. Suratgarh, Suratgarh, Sriganga Nagar, Rajasthan	India	Services Regovllriton Solar Private Limited	Blick F-502 C/o Sahab Ram, Sriganga Nagar, Suratgarh, RJ, Village Chak Rayanwali Teh. Suratgarh	India
S1-665801538	S3-140030181	Source 3	Faix Assets Inc	105 Montera Avenue, Stafford County, VA	US	faixassets.com	Stafford County, 105 Montera Ave, Virginia	US
S1-586278475	S2-507122982	Source 2	Kalpa Complex Private Limited	Sco523 2Nd Floor Tdi City, Taj Plaza Sec 118 Mohali, Kharar, Rupnagar, Punjab	India	Kalpa Chpnex Private Limited	Punjab, SCO523 2ND FLOOR TDI CITY, TAJ PLAZA SEC 118 MOHALI, KHARAR	India
S1-50367102	S2-753416471	Source 2	Pune Shiva Pvt. Ltd.	Pune, Maharashtra, A Bldg, Woodsville, Phase Iii, Borhadewadi, Moshi, Pune, Flat No.204	India	Pune 5aiifv Pvt. Ltd.	Maharashtra, H.NO 204 , A BLDG, WOODSVILLE, PHASE III, BORHADEWADI, MOSHI, PUNE	India
S1-128434434	S2-766286097	Source 2	Raj Infra Private Limited	H No. 103 Marigold Apartment, Sapodilla, Kalyani Nagar, Pune, Pune City, Pune, Maharashtra	India	राज इंफ्रा प्राइवेट लिमिटेड	SAPODILLA, KALYANI NAGAR, PUNE, PUNE, H NO. 103 MARIGOLD APARTMENT, Maharashtra	India
S1-128434434	S3-264051270	Source 3	Raj Infra Private Limited	H No. 103 Marigold Apartment, Sapodilla, Kalyani Nagar, Pune, Pune City, Pune, Maharashtra	India	राज इंफ्रा प्राइवेट लिमिटेड	Marigold Apartment, Pune, महाराष्ट्र	India
S1-799159530	S2-994178470	Source 2	Supreme New International	Gautam Buddha Nagar, Gh-04, Sec-119, A-305 Gaur Grandeur Aoa, Uttar Pradesh, Noida	India	सुप्रीम न्यू इंटरनेशनल	A-305 GAUR GRANDEUR AOA, GH-04, SEC-119, GAUTAM BUDDHA NAGAR, GAUTAM BUDHA NAGAR, Uttar Pradesh	India
S1-799159530	S2-801154133	Source 2	Supreme New International	Gautam Buddha Nagar, Gh-04, Sec-119, A-305 Gaur Grandeur Aoa, Uttar Pradesh, Noida	India	सुप्रीम न्यू इंटरनेशनल	A-305 GAUR GRANDEUR AOA, GH-04, SEC-119, GAUTAM BUDDHA NAGAR, GAUTAM BUDHA NAGAR, उत्तर प्रदेश	India
S1-312456683	S2-190070280	Source 2	Barry F. Miller, D.O., P.C. PC	302 Brentwood Road, Marshalltown, IA	US	Barry F. Míller, D.O., P.C. PC	00302 BRENTWOOD ROAD, PMB 5429, MARSHALLTOWN, IA	US
S1-991887020	S2-518872927	Source 2	Davis Molecular	5835 Roberta Lane, Humble, TX	US	Davis Mbóleduldr	TX, HUMBLE, 5835 ROBERTA LANE	US
S1-330168717	S3-326444609	Source 3	Shyam Software Limited	Rajkot, 212 Sterling Appartment, Gujarat, Jawahar Road	India	શ્યામ સોફ્ટવેર લિમિટેડ	212 Sterling Apartment, Jawahar Road, GJ, Rajkot	India
S1-330168717	S2-430699458	Source 2	Shyam Software Limited	Rajkot, 212 Sterling Appartment, Gujarat, Jawahar Road	India	શ્યામ સોફ્ટવેર લિમિટેડ	JAWAHAR ROAD, RAJKOT, 212 STERLING APPARTMENT, Gujarat, RAJKOT	India
S1-388764493	S3-694086430	Source 3	Jhansi Chem Private Limited	70 Pitambra Enclave Pitambra Enclav, Jhansi, Uttar Pradesh	India	Jhansi Private  Limited Partners		India
S1-747392821	S3-773146686	Source 3	Ace Telecommunication Corp	Wichita, KS, 505 Tyler Road, Unit APT 1107	US	Corp Ace Teleommnrcation	#505 Tyler Rd, Unit APT 1107, Wichita CITY, Kansas	US
S1-597465251	S3-64877881	Source 3	Jai Technology Private Limited	House No 3, Kundalakar Ki Goth Kampoo, Gird, Gwalior, Madhya Pradesh	India	Gildonyx	Huose No #3, Kundalakar Ki Goth Kampoo, Gird, Gwalior, MP	India
S1-597465251	S2-111671571	Source 2	Jai Technology Private Limited	House No 3, Kundalakar Ki Goth Kampoo, Gird, Gwalior, Madhya Pradesh	India	जय टेक्नोलॉजी प्राइवेट लिमिटेड	HOUE NO 3, GIRD, GWALIOR, मध्य प्रदेश	India
S1-525317633	S3-652379924	Source 3	Pacific Pinnacle Toyo, Inc.	5200 Fillmore Avenue, Alexandria City, VA	US	pinnaclepacifictoyo.com	Allexandria, 005200 Fillmore Ave, Virginia	US
S1-593438474	S3-774438883	Source 3	Galaxy Energy Private Limited	Iman Point, Maharashtra, Mumbai, Mumbai City, Floor Gr Plot 213 Raheja Chambers Free Press Journal Mrg Mantralay Nr Mla Hostel Nar	India	गैलेक्सी एनर्जी प्राइवेट लिमिटेड	Floor Gr Plot 213 Raheja Chambers Free Press Journal Mrg Mantralay Nr Mla Hostel Nar, Iman Point, Mumbai, Mumbai City, MH	India
S1-593438474	S2-862463607	Source 2	Galaxy Energy Private Limited	Iman Point, Maharashtra, Mumbai, Mumbai City, Floor Gr Plot 213 Raheja Chambers Free Press Journal Mrg Mantralay Nr Mla Hostel Nar	India	गैलेक्सी एनर्जी प्राइवेट लिमिटेड	HN 27 FLOOR GR PLOT 213 RAHEJA CHAMBERS FREE PRESS JOURNAL MRG MANTRALAY NR MLA HOSTEL NAR, IMAN POINT, MUMBAI, MUMBAI CITY, Maharashtra	India
S1-593438474	S2-766172548	Source 2	Galaxy Energy Private Limited	Iman Point, Maharashtra, Mumbai, Mumbai City, Floor Gr Plot 213 Raheja Chambers Free Press Journal Mrg Mantralay Nr Mla Hostel Nar	India	Ga1axy Energy Private Ltd	HN 27 FLOOR GR PLOT 213 RAHEJA CHAMBERS FREE PRESS JOURNAL MRG MANTRALAY NR MLA HOSTEL NAR, IMAN POINT, MUMBAI, MUMBAI CITY, Maharashtra	India
S1-593438474	S3-778443950	Source 3	Galaxy Energy Private Limited	Iman Point, Maharashtra, Mumbai, Mumbai City, Floor Gr Plot 213 Raheja Chambers Free Press Journal Mrg Mantralay Nr Mla Hostel Nar	India	गैलेक्सी एनर्जी प्राइवेट लिमिटेड	Floor Gr Plot 213 Raheja Chambers Free Press Journal Mrg Mantralay Nr Mla Hostel Nar, Iman Point, Mumbai, Mumbai City, MH	India
S1-5289414	S3-291040171	Source 3	Star Management Private Limited	Deoria, Uttar Pradesh, Deoria, 79/A/05 Uma Nagar Dakshin	India	Star Management Pvet Limited	#79/A/05 Uma Nagar Dakshin, Deoria, उत्तर प्रदेश	India
S1-103985440	S2-548205844	Source 2	Sai Software LLP	F-108, Eastern Business District, F-108, Eastern Business District, Mumbai, Maharashtra	India	साई सॉफ्टवेयर एलएलपी	F-108, MUMBAI, Maharashtra	India
S1-315544608	S2-144709526	Source 2	R+ Vernal Inc	158 Trailblazer Drive, Bastrop, TX	US	R+ Vrethal Inc		US
S1-976206712	S3-155866716	Source 3	Phebe Nguyen, Ph.D., PC	Lincoln, WA, 25621 Valleyview Drive	US	Phebe Ngud,n Ph.D., PC	25621 Vallesview Drive, Washington, Lincoln	US
S1-650710207	S3-699640379	Source 3	Sujal Technologies (India) Pvt Ltd	Tamil Nadu, Casa Grande Pallagio, Kamaraj Street, Thoraipakkam, Chennai, Kanchipuram, Villa No. 87	India	Pyrayuma	Villa No. 87, Casa Grande Pallagio, Kamaraj Street, Thoraipakkam, Chennai, Kanchipuram, Tamil Nadu	India
S1-791619381	S2-48556652	Source 2	RE Travels Private Limited	Pno.5, Fno.102, Road No.1, Supriyaestates, Navkhalsa, Seri Lingampally, Hyderabad, Telangana	India	RE Travles Private Limited	Telangana, 14 PNO.5, FNO.102, ROAD NO.1, SUPRIYAESTATES, NAVKHALSA, SERI LINGAMPALLY	India
S1-791619381	S2-604065042	Source 2	RE Travels Private Limited	Pno.5, Fno.102, Road No.1, Supriyaestates, Navkhalsa, Seri Lingampally, Hyderabad, Telangana	India	RE Trave1s  Private Limited	DOOR NO 14 PNO.5, FNO.102, ROAD NO.1, SUPRIYAESTATES, NAVKHALSA, SERI LINGAMPALLY, Telangana	India
S1-453432746	S3-881374662	Source 3	Olanan Group	6410 Caymus Drive, Charlotte, NC	US	O1anan  Group	North Carolina, Charltte, #6410 Caymus Dr	US
S1-172478061	S2-418813802	Source 2	Smart Media Pvt Ltd	D.No:208, Block B Environ Towers, Mamatha Nagar Colony, Na, Gole, Hyderabad, Telangana	India	స్మార్ట్ మీడియా ప్రైవేట్ లిమిటెడ్	D.NO:208, HYDERABAD, తెలంగాణ	India
S1-140751625	S3-256617812	Source 3	Medwin Producer Private Limited	Unit No. 53/16, Shop No.3, Ground Floor, Ashok Nagar, New Delhi, West Delhi, Delhi	India	Medwin Private Limited Services	Unit No. #53/16, West Delhi, New Delhi, DL	India
S1-833717954	S2-961840255	Source 2	Ace Continental Eye Care LLC	1134 48th Street, Baton Rouge City, LA	US	ACEYE.COM	1134 48RD ST, null, BATO ROUGE, LA	US
S1-980888634	S2-968565012	Source 2	Seven Management Private Limited	Bikaner, Rajasthan, Pawanpuri Bikaner, Bikaner, 1-B-10	India	Dr Seven Mánagement	1-B-10, PAWANPURI BIKANER, BIKANER, Rajasthan	India
S1-627598051	S2-370598152	Source 2	AL Hotels Ltd	Delhi, Chandni Chowk, Delhi, Ist Floor, Kucha Mahajani, 1164	India	AL Hotesl Ltd		India
S1-987754641	S3-516512482	Source 3	Ethnic Touch-Aligarh	15, Ground Floor, Alig Corporate Plaza Marris Road, Aligarh, Uttar Pradesh	India	Deltasol	Uttar Pradesh, Aligarh, Ground Floor, Alig Corporate Plaza Marris Road, 15	India
S1-987754641	S3-944732175	Source 3	Ethnic Touch-Aligarh	15, Ground Floor, Alig Corporate Plaza Marris Road, Aligarh, Uttar Pradesh	India	Tethnic.Com	15, NULL, Aligarh, UP	India
S1-240438882	S2-666589842	Source 2	Madhyam Engineering Pvt. Ltd.	Delhi, East Delhi, Office No. 101 & 102, East Delhi, F/F, Ganga Appartment, Prop. No. 2/71 & 1/50, Kh No.-96, Gali No-2, Lalita Park, Laxmi Nagar	India	Madhyam Éngineering Pvt. Ltd.	OFFICE NO. 101 & 102, F/F, GANGA APPARTMENT, PROP. NO. 2/71 & 1/50, KH NO.-96, GALI NO-2, LALITA PARK, LAXMI NAGAR, EAST DELHI, Delhi	India
S1-763733557	S2-792038845	Source 2	Anand Enterprises Private Limited	Chorasi, Surat, 148 H No. Kawas, Gujarat	India	આણંદ એન્ટરપ્રાઇઝિસ પ્રાઇવેટ લિમિટેડ	A-148 H NO. KAWAS, CHORASI, SURAT, Gujarat	India
S1-763733557	S2-601741541	Source 2	Anand Enterprises Private Limited	Chorasi, Surat, 148 H No. Kawas, Gujarat	India	આણંદ એન્ટરપ્રાઇઝિસ પ્રાઇવેટ લિમિટેડ	DOOR NO A-148 H NO. KAWAS, CHORASI, SURAT, Gujarat	India
S1-763733557	S3-903170593	Source 3	Anand Enterprises Private Limited	Chorasi, Surat, 148 H No. Kawas, Gujarat	India	Anand એન્ટરપ્રાઇઝિસ પ્રાઇવેટ લિમિટેડ	H.no D/148 H No. Kawas, Surat, Mora, GJ	India
S1-580071060	S3-620827466	Source 3	Rk Finlease Private Limited	201 Floor 2, Plot 119C Ranjit Studio, Mumbai, Maharashtra	India	Rk Private Limited Partners		India
S1-998367584	S3-644888323	Source 3	Cultural Society	22701 1st Place, Bothell, WA	US	@culturalsociety	22701 1th Place, Bothell, Washington	US
S1-674620141	S3-75379615	Source 3	Arwa Institutions Private Limited	Telangana, Hyderabad, 3-3-821 Kuthbiguda, Hyderabad	India	Arwa Ísattilrtnis Private Limited	H.no 3-3-821 Kuthbiguda, Hyderabad, తెలంగాణ	India
S1-58638221	S2-219763548	Source 2	Royal Consultancy Private Limited	H.No.1, Ground Floor, Main Road Rajput Mohalla Kh No. 1/131, Village Ghonda, New Delhi, North East, Delhi	India	रॉयल कंसल्टेंसी प्राइवेट लिमिटेड	दिल्ली, GROUND FLOOR, MAIN ROAD RAJPUT MOHALLA KH NO. 1/131, VILLAGE GHONDA, DOOR NO ##1, NORTH EAST, NEW DELHI	India
S1-466432513	S3-478478098	Source 3	Sham Sangh	#6-3-129-136 & 140-145/2A, Flat No. 202, Engineers Castle, Prem Nagar, Khairatabad, Hyderabad, Telangana	India	Sham Sha	H.no 6-3-129-136 & 140-145/2A, NULL, Khairatabad, Hyderabad, TG	India
S1-173212707	S3-919030347	Source 3	Safe Intelligent, LLC	16424 Oak Lane, Channelview, TX	US	Safe Ienllignt, LLC	16424c Oak Ln, Channelview, Texas	US
S1-270579599	S2-113930443	Source 2	Le, Navarro and Taylor Franklin	910 7th St SE, Unit 352, Cedar Rapids, IA	US	lenavarrotaylor.com	7TH ST SE, CEDA RAPIDS, IA	US
S1-360488265	S3-215800411	Source 3	Jai Systems Private Limited	19/1276, Indira Nagar, Lucknow, Lucknow, Uttar Pradesh	India	जय सिस्टम्स प्राइवेट लिमिटेड	19/1276., Lucknow, उत्तर प्रदेश	India
S1-360488265	S3-144210612	Source 3	Jai Systems Private Limited	19/1276, Indira Nagar, Lucknow, Lucknow, Uttar Pradesh	India	Private Jai Systéms Limited	Lucknow, 19/1276., UP, Lucknow	India
S1-360488265	S3-978889721	Source 3	Jai Systems Private Limited	19/1276, Indira Nagar, Lucknow, Lucknow, Uttar Pradesh	India	जय सिस्टम्स प्राइवेट लिमिटेड	उत्तर प्रदेश, 19/1276., Lucknow, Indira Nagar, Lucknow	India
S1-515139775	S2-211205261	Source 2	Sunrise It	422, D-I Road Bhopalpura, Udaipur, Rajasthan	India	सनराइज आईटी	422, UDAIPUR, D-I ROAD BHOPALPURA, Rajasthan	India
S1-648145214	S3-561865376	Source 3	Sterling Inc	10610 231, Lafayette, IN	US	Saeeeoling Inc	10610 231, NULL, Lafayette, Indiana	US
S1-631341255	S2-721877756	Source 2	Creative Wireless Group	VA, Petersburg City, 2088 Defense Road	US	CREATIVEWIRELESSGROUP.COM	2088 DEFENSE RD, PETERSBURG CITY, VA	US
S1-283128413	S3-864531388	Source 3	Krishna It	H. No. 22, Kothari Mahagaon, Mahagaon, Yavatmal, Maharashtra	India	Evovera	H.no 0022, <NULL>, Mahagaon, Yavatmal, महाराष्ट्र	India
S1-756495137	S3-899019259	Source 3	Christi Urbanik Rapid Research LLC	3762 450, IN, Connersville	US	@Christiurbanik	3762 450, Brownnsville, Indiana	US
S1-477639634	S3-729658584	Source 3	Quartz Muniyield Inc	MD, Brandywine, 13901 Sparrow Court	US	#Quartzmuniyield	13901 Sparrow Ct, Maryland, Brandywine	US
S1-477639634	S2-408155815	Source 2	Quartz Muniyield Inc	MD, Brandywine, 13901 Sparrow Court	US	QUARTZ-INC SERVICES	13901 SPARROW COURT, BRANDYWINE, MD	US
S1-491869571	S2-637352710	Source 2	Sweet Tavern	1991 Newport Boulevard, Unit 49, Costa Mesa, CA	US	Sweet-Tavem	1991 NEWPOT BOULEVARD, COSTA MESA, CA	US
S1-402494894	S3-941185162	Source 3	U 3 W Synchrony Inc	Kansas City, 8304 105th Street, MO	US	U Inc W Synchróny 3	8311 105st St, Kansas CITY CITY, Missouri	US
S1-402494894	S2-603503906	Source 2	U 3 W Synchrony Inc	Kansas City, 8304 105th Street, MO	US	U 3 W	105ST ST, KANSASS CITY, MO	US
S1-440128709	S3-615504756	Source 3	Sachet Institute	T-9, Rajvi Complex, Near Sonal Cross Roa Gurukul Road, Memnagar, Ahmedabad, Gujarat	India	Sachet-Institte	Ahmedabad, GJ, Rajvi Complex, Near Sonal Cross Roa Gurukul Road, Memnagar, Ahmedabad, No 614 T-9	India
S1-128560585	S3-805741841	Source 3	R 8 H Mfa, L.L.C.	1516 Hoffman Drive, Albuquerque, NM	US	R 8 H M, L.L.C.		US
S1-600110146	S2-279113794	Source 2	ZFB Express LLP	97A, Lenin Saranee Flat No. - 5, Kolkata, Kolkata, Howrah, West Bengal	India	ZFBEXPRESS.COM	DOOR NO 19 97A, LENIN SARANEE FLAT NO. - 5, KOLKATA, KOLKATA, পশ্চিমবঙ্গ	India
S1-532732883	S3-717736651	Source 3	Florrie's Pharmaceuticals	6436 Virginia Street, Mesa, AZ	US	fpharmaceuticals.com	Mesa, Arizona, 6436 1/2 Virginia St	US
S1-455065535	S2-988601963	Source 2	LK Bio Limited	Plot No.55, Welcome Society, Dabha, Nagpur (Urban), Nagpur, Maharashtra	India	#lkbi0	NAGPUR (URBAN), DOOR NO ##55, NAGPUR, महाराष्ट्र	India
